,e0b9d79758b - initial,,,,,,408a28e7676 - sup json,,,,,,01b8046c58e - WithName WithValues,,,,,,32596ed3ef9 - only v>3,,,,,,f7ac1e31be7 - no WithName,,,,,
,Average,Perc50,Perc90,Perc95,Perc99,Unit,Average,Perc50,Perc90,Perc95,Perc99,Unit,Average,Perc50,Perc90,Perc95,Perc99,Unit,Average,Perc50,Perc90,Perc95,Perc99,Unit,Average,Perc50,Perc90,Perc95,Perc99,Unit
scheduler_framework_extension_point_duration_seconds,0.64235458,0.413756614,1.188888889,2.107317073,5.458823529,ms,9.481949199,6.989536622,17.39805825,25.16504854,31.37864078,ms,10.27782948,7.558718861,17.36585366,27.12195122,53.81818182,ms,9.857748604,7.929273084,15.51923077,22.25,37.33333333,ms,11.82588948,11.83084577,15.81094527,27.02222222,57.21212121,ms
BenchmarkPerfScheduling/SchedulingPreferredAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,1.575283325,1.22437276,2.793513514,3.636363636,11.37777778,ms,3250.64201,3084.525994,8106.666667,9173.333333,10026.66667,ms,4004.657787,4033.939394,8629.937107,9434.968553,10078.99371,ms,3408.960856,3274.013605,8462.222222,9351.111111,10062.22222,ms,4129.902931,4076.190476,8829.53168,9534.76584,10098.95317,ms
BenchmarkPerfScheduling/SchedulingPreferredAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,20.83373543,20.20315236,31.41155867,46.27692308,85.33333333,ms,0.348577242,0.307210031,0.684931507,0.942222222,2.08,ms,0.908377949,0.657400257,1.368786127,1.6,9.955555556,ms,0.347842303,0.31160221,0.65,0.859259259,2.6,ms,0.42849822,0.321553885,0.694915254,1.260606061,2.941935484,ms
BenchmarkPerfScheduling/SchedulingPreferredAntiAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,7402.716862,7134.174174,17043.75839,18761.87919,20136.37584,ms,0.834473112,0.63255814,1.244444444,2.529032258,5.6,ms,1.122200877,0.707219662,1.516546763,2.844444444,10.83076923,ms,0.83469695,0.639520958,1.272727273,1.92,5.661538462,ms,0.974961759,0.687769784,1.483333333,2.6,6.4,ms
BenchmarkPerfScheduling/SchedulingRequiredPodAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,111.1111111,104,128,128,128,pods/s,82.41666667,70,119,135,135,pods/s,55.55555556,43,104,119,119,pods/s,125,126,130,130,130,pods/s,90.45454545,90,98,98,98,pods/s
BenchmarkPerfScheduling/SchedulingRequiredPodAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,4405.087894,4384.097859,8978.916256,9609.458128,10113.89163,ms,0.45474281,0.344837758,0.755,1.168,2.694736842,ms,22.62616971,15.70712909,53.28634361,60.33480176,113.7777778,ms,10.2674437,12.12043011,15.56129032,15.99139785,56.24242424,ms,14.20402316,12.53514739,19.78947368,30.31578947,58.25641026,ms
BenchmarkPerfScheduling/SchedulingRequiredPodAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.353119206,0.318192628,0.594782609,0.768695652,2.266666667,ms,1.002408076,0.746527778,1.517777778,2.23030303,8.533333333,ms,6775.726362,5400.843882,16769.85507,18624.92754,20108.98551,ms,3931.363393,3903.440233,8720.712166,9480.356083,10088.07122,ms,5399.164267,5338.803419,9714.871795,10633.84615,18510.76923,ms
BenchmarkPerfScheduling/SchedulingRequiredPodAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.82382226,0.626500566,1.0125,1.784615385,6.063157895,ms,15.5723161,14.77171717,29.53524804,31.62402089,85.33333333,ms,1.288292331,0.860952381,2.696855346,3.2,8.685714286,ms,0.34900823,0.314878893,0.529166667,0.7375,2.5,ms,0.428499251,0.332100396,0.707526882,0.975,2.742857143,ms
BenchmarkPerfScheduling/SchedulingRequiredPodAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,11.56138045,12.3299435,15.94576271,28.57142857,59.15151515,ms,5180.289214,4735.336788,11254.77477,15867.38739,19557.47748,ms,1.652147751,1.212847966,3.065263158,5.075862069,11.27619048,ms,0.772034204,0.613219616,0.783795309,1.155555556,5.76,ms,0.946264385,0.688184438,1.421886792,1.572830189,8.533333333,ms
BenchmarkPerfScheduling/SchedulingPreferredAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchedulingThroughput,200,219,230,230,230,pods/s,250,271,341,341,341,pods/s,164.8333333,183,200,200,200,pods/s,144.5,102,220,220,220,pods/s,200,222,227,227,227,pods/s
BenchmarkPerfScheduling/SchedulingPreferredAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_pod_scheduling_duration_seconds,2207.647297,2214.054054,4510.47619,4815.238095,5059.047619,ms,5.294371901,6.101265823,7.789029536,8,25.73913043,ms,9.404946867,7.25203252,15.37864078,24.15686275,52.86956522,ms,11.05944926,7.64298725,22.76923077,28.92307692,72,ms,7.740805038,6.624671916,13.81052632,15.91578947,29.2173913,ms
BenchmarkPerfScheduling/SchedulingPreferredAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,0.437547007,0.329750983,0.752,1.32244898,2.914285714,ms,1548.609302,1534.867257,3264.927536,4192.463768,4934.492754,ms,2705.750204,2735.483871,4800,5058.064516,8892.631579,ms,3624.631149,3715.747304,6684.444444,8462.222222,9884.444444,ms,2264.187241,2302.190813,4542.121896,4831.060948,5062.21219,ms
BenchmarkPerfScheduling/SchedulingPreferredAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_framework_extension_point_duration_seconds,1.003328633,0.75335689,1.524119241,2.266666667,6.095238095,ms,0.32731159,0.300729927,0.603389831,0.772881356,2.488888889,ms,1.10633559,0.71201248,1.573134328,3.090909091,10.4,ms,0.648148481,0.365505804,1.22,2,4.8,ms,0.483380266,0.333512786,0.770909091,1.460869565,4.266666667,ms
BenchmarkPerfScheduling/SchedulingPreferredAffinityWithNSSelector/5000Nodes/measure-ns-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheduler_scheduling_attempt_duration_seconds,7.589831786,6.706359946,13.88127854,15.70776256,28.19047619,ms,0.755626602,0.61691974,0.790455531,1.546666667,5.376,ms,1.401238305,1.190163934,2.197014925,4.025806452,10.752,ms,1.421522261,0.970992366,2.655072464,3.490909091,10.97142857,ms,1.036046694,0.750877193,1.537430168,2.48,6.981818182,ms
